name,team,sport,league,current_image
V. Hladký,Ipswich,Football,EPL,https://media.api-sports.io/football/players/44994.png
J. Enciso,Ipswich,Football,EPL,https://media.api-sports.io/football/players/70747.png
B. Williams,Ipswich,Football,EPL,https://media.api-sports.io/football/players/138806.png
G. Yahyai,Ipswich,Football,EPL,https://media.api-sports.io/football/players/147832.png
C. Stewart,Ipswich,Football,EPL,https://media.api-sports.io/football/players/348263.png
R. Carr,Ipswich,Football,EPL,https://media.api-sports.io/football/players/366629.png
G. Buabo,Ipswich,Football,EPL,https://media.api-sports.io/football/players/390052.png
Woody Scott Williamson Andrews,Ipswich,Football,EPL,https://media.api-sports.io/football/players/441032.png
L. Mbe Soh,Nottingham Forest,Football,EPL,https://media.api-sports.io/football/players/279.png
D. Origi,Nottingham Forest,Football,EPL,https://media.api-sports.io/football/players/305.png
Felipe,Nottingham Forest,Football,EPL,https://media.api-sports.io/football/players/371.png
O. Vlachodimos,Nottingham Forest,Football,EPL,https://media.api-sports.io/football/players/557.png
G. Montiel,Nottingham Forest,Football,EPL,https://media.api-sports.io/football/players/2468.png
R. Freuler,Nottingham Forest,Football,EPL,https://media.api-sports.io/football/players/2807.png
C. Kouyaté,Nottingham Forest,Football,EPL,https://media.api-sports.io/football/players/2991.png
B. Aguilera,Nottingham Forest,Football,EPL,https://media.api-sports.io/football/players/14206.png
J. Shelvey,Nottingham Forest,Football,EPL,https://media.api-sports.io/football/players/18904.png
O. Mangala,Nottingham Forest,Football,EPL,https://media.api-sports.io/football/players/24882.png
M. Niakhaté,Nottingham Forest,Football,EPL,https://media.api-sports.io/football/players/25916.png
Nuno Tavares,Nottingham Forest,Football,EPL,https://media.api-sports.io/football/players/41577.png
A. Mighten,Nottingham Forest,Football,EPL,https://media.api-sports.io/football/players/129712.png
G. Reyna,Nottingham Forest,Football,EPL,https://media.api-sports.io/football/players/161921.png
F. Back,Nottingham Forest,Football,EPL,https://media.api-sports.io/football/players/325851.png
D. Osong,Nottingham Forest,Football,EPL,https://media.api-sports.io/football/players/327602.png
Jamie Carson McDonnell,Nottingham Forest,Football,EPL,https://media.api-sports.io/football/players/327609.png
D. Taylor,Nottingham Forest,Football,EPL,https://media.api-sports.io/football/players/339138.png
Rodrigo Ribeiro,Nottingham Forest,Football,EPL,https://media.api-sports.io/football/players/341641.png
C. Lenglet,Aston Villa,Football,EPL,https://media.api-sports.io/football/players/133.png
N. Zaniolo,Aston Villa,Football,EPL,https://media.api-sports.io/football/players/786.png
C. Chambers,Aston Villa,Football,EPL,https://media.api-sports.io/football/players/19016.png
K. Hause,Aston Villa,Football,EPL,https://media.api-sports.io/football/players/19177.png
Douglas Luiz,Aston Villa,Football,EPL,https://media.api-sports.io/football/players/47522.png
F. Marschall,Aston Villa,Football,EPL,https://media.api-sports.io/football/players/138937.png
L. Dobbin,Aston Villa,Football,EPL,https://media.api-sports.io/football/players/153425.png
L. Barry,Aston Villa,Football,EPL,https://media.api-sports.io/football/players/162168.png
S. Revan,Aston Villa,Football,EPL,https://media.api-sports.io/football/players/278123.png
J. Wright,Aston Villa,Football,EPL,https://media.api-sports.io/football/players/284390.png
L. Sousa,Aston Villa,Football,EPL,https://media.api-sports.io/football/players/284439.png
T. Iroegbunam,Aston Villa,Football,EPL,https://media.api-sports.io/football/players/284500.png
Finley Munroe,Aston Villa,Football,EPL,https://media.api-sports.io/football/players/294638.png
Kobei Moore,Aston Villa,Football,EPL,https://media.api-sports.io/football/players/305736.png
Joshua Feeney,Aston Villa,Football,EPL,https://media.api-sports.io/football/players/312118.png
K. Young,Aston Villa,Football,EPL,https://media.api-sports.io/football/players/312260.png
O. Kellyman,Aston Villa,Football,EPL,https://media.api-sports.io/football/players/329347.png
J. Jimoh,Aston Villa,Football,EPL,https://media.api-sports.io/football/players/360268.png
B. Burrows,Aston Villa,Football,EPL,https://media.api-sports.io/football/players/453101.png
L. Emery,Aston Villa,Football,EPL,https://media.api-sports.io/football/players/455010.png
João Félix,Barcelona,Football,LaLiga,https://media.api-sports.io/football/players/583.png
João Cancelo,Barcelona,Football,LaLiga,https://media.api-sports.io/football/players/855.png
Marcos Alonso,Barcelona,Football,LaLiga,https://media.api-sports.io/football/players/2278.png
J. Araujo,Barcelona,Football,LaLiga,https://media.api-sports.io/football/players/51051.png
Aleix Garrido,Barcelona,Football,LaLiga,https://media.api-sports.io/football/players/336557.png
Ander Astralaga,Barcelona,Football,LaLiga,https://media.api-sports.io/football/players/336653.png
Dani Rodríguez,Barcelona,Football,LaLiga,https://media.api-sports.io/football/players/371912.png
Á. Yaakobishvili,Barcelona,Football,LaLiga,https://media.api-sports.io/football/players/391311.png
Marc Guiu,Barcelona,Football,LaLiga,https://media.api-sports.io/football/players/392270.png
Sergi Domínguez,Barcelona,Football,LaLiga,https://media.api-sports.io/football/players/396624.png
Pau Prim,Barcelona,Football,LaLiga,https://media.api-sports.io/football/players/396630.png
Alexis Olmedo,Barcelona,Football,LaLiga,https://media.api-sports.io/football/players/412699.png
Álvaro Cortés Moyano,Barcelona,Football,LaLiga,https://media.api-sports.io/football/players/433395.png
Guille Fernández,Barcelona,Football,LaLiga,https://media.api-sports.io/football/players/441232.png
Andrés Cuenca,Barcelona,Football,LaLiga,https://media.api-sports.io/football/players/441244.png
Toni Fernández,Barcelona,Football,LaLiga,https://media.api-sports.io/football/players/445973.png
Landry Cephas,Barcelona,Football,LaLiga,https://media.api-sports.io/football/players/446061.png
Quim Junyent,Barcelona,Football,LaLiga,https://media.api-sports.io/football/players/449128.png
Víctor Mollejo,Atletico Madrid,Football,LaLiga,https://media.api-sports.io/football/players/58.png
Gabriel Paulista,Atletico Madrid,Football,LaLiga,https://media.api-sports.io/football/players/915.png
Marcos Paulo,Atletico Madrid,Football,LaLiga,https://media.api-sports.io/football/players/10322.png
Germán Valera,Atletico Madrid,Football,LaLiga,https://media.api-sports.io/football/players/161963.png
Marco Moreno,Atletico Madrid,Football,LaLiga,https://media.api-sports.io/football/players/162138.png
Mini,Atletico Madrid,Football,LaLiga,https://media.api-sports.io/football/players/185308.png
Pablo Pérez,Atletico Madrid,Football,LaLiga,https://media.api-sports.io/football/players/264469.png
Álex Calatrava,Atletico Madrid,Football,LaLiga,https://media.api-sports.io/football/players/286038.png
Adrián Corral,Atletico Madrid,Football,LaLiga,https://media.api-sports.io/football/players/287177.png
Sergio Díez,Atletico Madrid,Football,LaLiga,https://media.api-sports.io/football/players/336681.png
Javier Boñar,Atletico Madrid,Football,LaLiga,https://media.api-sports.io/football/players/336685.png
Luis Miguel Morales Carnicero,Atletico Madrid,Football,LaLiga,https://media.api-sports.io/football/players/355950.png
Samu,Atletico Madrid,Football,LaLiga,https://media.api-sports.io/football/players/358628.png
David Muñoz Torres,Atletico Madrid,Football,LaLiga,https://media.api-sports.io/football/players/361346.png
A. Raihani,Atletico Madrid,Football,LaLiga,https://media.api-sports.io/football/players/386849.png
Dani MartÃ­nez,Atletico Madrid,Football,LaLiga,https://media.api-sports.io/football/players/386869.png
Daniel Muñoz,Atletico Madrid,Football,LaLiga,https://media.api-sports.io/football/players/419618.png
Taufik Seidu,Atletico Madrid,Football,LaLiga,https://media.api-sports.io/football/players/443748.png
Dani Rubio,Atletico Madrid,Football,LaLiga,https://media.api-sports.io/football/players/451316.png
Muniain,Athletic Club,Football,LaLiga,https://media.api-sports.io/football/players/2672.png
De Marcos,Athletic Club,Football,LaLiga,https://media.api-sports.io/football/players/47275.png
Unai Núñez,Athletic Club,Football,LaLiga,https://media.api-sports.io/football/players/47277.png
Dani García,Athletic Club,Football,LaLiga,https://media.api-sports.io/football/players/47281.png
Raúl García,Athletic Club,Football,LaLiga,https://media.api-sports.io/football/players/47282.png
Gorka Guruzeta,Athletic Club,Football,LaLiga,https://media.api-sports.io/football/players/47291.png
I. Williams,Athletic Club,Football,LaLiga,https://media.api-sports.io/football/players/47294.png
Asier Villalibre,Athletic Club,Football,LaLiga,https://media.api-sports.io/football/players/104853.png
Juan Artola,Athletic Club,Football,LaLiga,https://media.api-sports.io/football/players/182588.png
Unai Vencedor,Athletic Club,Football,LaLiga,https://media.api-sports.io/football/players/182639.png
Imanol García de Albéniz,Athletic Club,Football,LaLiga,https://media.api-sports.io/football/players/182641.png
Nico Williams,Athletic Club,Football,LaLiga,https://media.api-sports.io/football/players/183799.png
Julen Agirrezabala,Athletic Club,Football,LaLiga,https://media.api-sports.io/football/players/183848.png
Nico Serrano,Athletic Club,Football,LaLiga,https://media.api-sports.io/football/players/286593.png
Ekain Azkune,Athletic Club,Football,LaLiga,https://media.api-sports.io/football/players/287438.png
Malcom Adu,Athletic Club,Football,LaLiga,https://media.api-sports.io/football/players/288525.png
Oier Gastesi,Athletic Club,Football,LaLiga,https://media.api-sports.io/football/players/332302.png
Beñat Gerenabarrena,Athletic Club,Football,LaLiga,https://media.api-sports.io/football/players/332307.png
Aingeru Olabarrieta,Athletic Club,Football,LaLiga,https://media.api-sports.io/football/players/440413.png
Javier Zabala,Athletic Club,Football,LaLiga,https://media.api-sports.io/football/players/495038.png
Cristian Rivero,Valencia,Football,LaLiga,https://media.api-sports.io/football/players/913.png
Samu Castillejo,Valencia,Football,LaLiga,https://media.api-sports.io/football/players/1641.png
R. Yaremchuk,Valencia,Football,LaLiga,https://media.api-sports.io/football/players/8493.png
S. Amallah,Valencia,Football,LaLiga,https://media.api-sports.io/football/players/8587.png
M. Aarons,Valencia,Football,LaLiga,https://media.api-sports.io/football/players/19070.png
E. Cömert,Valencia,Football,LaLiga,https://media.api-sports.io/football/players/48372.png
Pedro Alemañ,Valencia,Football,LaLiga,https://media.api-sports.io/football/players/161873.png
Pablo Gozálbez,Valencia,Football,LaLiga,https://media.api-sports.io/football/players/161877.png
Borja Calvo,Valencia,Football,LaLiga,https://media.api-sports.io/football/players/193252.png
Marco Camus,Valencia,Football,LaLiga,https://media.api-sports.io/football/players/196290.png
W. Madrigal,Valencia,Football,LaLiga,https://media.api-sports.io/football/players/270498.png
Peter,Valencia,Football,LaLiga,https://media.api-sports.io/football/players/270516.png
Javier Navarro Girona,Valencia,Football,LaLiga,https://media.api-sports.io/football/players/297743.png
Rodrigo Abajas,Valencia,Football,LaLiga,https://media.api-sports.io/football/players/327496.png
Joselu,Valencia,Football,LaLiga,https://media.api-sports.io/football/players/333369.png
Yarek Gasiorowski,Valencia,Football,LaLiga,https://media.api-sports.io/football/players/361385.png
Mario Domínguez,Valencia,Football,LaLiga,https://media.api-sports.io/football/players/364414.png
Alex Serradell,Valencia,Football,LaLiga,https://media.api-sports.io/football/players/387996.png
Iker Córdoba,Valencia,Football,LaLiga,https://media.api-sports.io/football/players/442188.png
Juan Bernat,Villarreal,Football,LaLiga,https://media.api-sports.io/football/players/258.png
E. Bailly,Villarreal,Football,LaLiga,https://media.api-sports.io/football/players/885.png
Gonçalo Guedes,Villarreal,Football,LaLiga,https://media.api-sports.io/football/players/925.png
Pepe Reina,Villarreal,Football,LaLiga,https://media.api-sports.io/football/players/1624.png
É. Capoue,Villarreal,Football,LaLiga,https://media.api-sports.io/football/players/18802.png
H. Hassan,Villarreal,Football,LaLiga,https://media.api-sports.io/football/players/20844.png
José Luis Morales,Villarreal,Football,LaLiga,https://media.api-sports.io/football/players/47467.png
Miguel Ángel Morro,Villarreal,Football,LaLiga,https://media.api-sports.io/football/players/47529.png
J. Mojica,Villarreal,Football,LaLiga,https://media.api-sports.io/football/players/64268.png
Iker Álvarez,Villarreal,Football,LaLiga,https://media.api-sports.io/football/players/169256.png
Diego Collado,Villarreal,Football,LaLiga,https://media.api-sports.io/football/players/182685.png
Álex Forés,Villarreal,Football,LaLiga,https://media.api-sports.io/football/players/184194.png
Carlos Romero,Villarreal,Football,LaLiga,https://media.api-sports.io/football/players/184420.png
Abraham del Moral,Villarreal,Football,LaLiga,https://media.api-sports.io/football/players/188571.png
Y. Mosquera,Villarreal,Football,LaLiga,https://media.api-sports.io/football/players/195717.png
Jorge Pascual,Villarreal,Football,LaLiga,https://media.api-sports.io/football/players/290482.png
T. Ojeda,Villarreal,Football,LaLiga,https://media.api-sports.io/football/players/307565.png
S. Leković,Villarreal,Football,LaLiga,https://media.api-sports.io/football/players/340726.png
Daniel Budesca,Villarreal,Football,LaLiga,https://media.api-sports.io/football/players/455356.png
J. Cillessen,Las Palmas,Football,LaLiga,https://media.api-sports.io/football/players/124.png
