name,team,sport,league,local_path
N. Louche,Union St. Gilloise,Football,ChampionsLeague,static\logos\players\soccer\union_st_gilloise\n_louche.png
M. Giger,Union St. Gilloise,Football,ChampionsLeague,static\logos\players\soccer\union_st_gilloise\m_giger.png
Daniel Tshilanda,Union St. Gilloise,Football,ChampionsLeague,static\logos\players\soccer\union_st_gilloise\daniel_tshilanda.png
M. Asaidi,Union St. Gilloise,Football,ChampionsLeague,static\logos\players\soccer\union_st_gilloise\m_asaidi.png
E. Fardou Ben Mohamed,Apoel Nicosia,Football,ChampionsLeague,static\logos\players\soccer\apoel_nicosia\e_fardou_ben_mohamed.png
P. Sotiriou,Apoel Nicosia,Football,ChampionsLeague,static\logos\players\soccer\apoel_nicosia\p_sotiriou.png
D. Ndongala,Apoel Nicosia,Football,ChampionsLeague,static\logos\players\soccer\apoel_nicosia\d_ndongala.png
S. Mehri,Apoel Nicosia,Football,ChampionsLeague,static\logos\players\soccer\apoel_nicosia\s_mehri.png
G. Kostadinov,Apoel Nicosia,Football,ChampionsLeague,static\logos\players\soccer\apoel_nicosia\g_kostadinov.png
P. Polycarpou,Apoel Nicosia,Football,ChampionsLeague,static\logos\players\soccer\apoel_nicosia\p_polycarpou.png
D. Theodorou,Apoel Nicosia,Football,ChampionsLeague,static\logos\players\soccer\apoel_nicosia\d_theodorou.png
S. Kittos,Apoel Nicosia,Football,ChampionsLeague,static\logos\players\soccer\apoel_nicosia\s_kittos.png
N. Koutsakos,Apoel Nicosia,Football,ChampionsLeague,static\logos\players\soccer\apoel_nicosia\n_koutsakos.png
S. Vrontis,Apoel Nicosia,Football,ChampionsLeague,static\logos\players\soccer\apoel_nicosia\s_vrontis.png
S. Georgiou,Apoel Nicosia,Football,ChampionsLeague,static\logos\players\soccer\apoel_nicosia\s_georgiou.png
I. Tsoutsouki,Apoel Nicosia,Football,ChampionsLeague,static\logos\players\soccer\apoel_nicosia\i_tsoutsouki.png
K. Koromias,Apoel Nicosia,Football,ChampionsLeague,static\logos\players\soccer\apoel_nicosia\k_koromias.png
S. Charalambous,Apoel Nicosia,Football,ChampionsLeague,static\logos\players\soccer\apoel_nicosia\s_charalambous.png
K. Giannakou,Apoel Nicosia,Football,ChampionsLeague,static\logos\players\soccer\apoel_nicosia\k_giannakou.png
K. Nissis,Apoel Nicosia,Football,ChampionsLeague,static\logos\players\soccer\apoel_nicosia\k_nissis.png
I. Koupepidis,Apoel Nicosia,Football,ChampionsLeague,static\logos\players\soccer\apoel_nicosia\i_koupepidis.png
D. Djamas,Apoel Nicosia,Football,ChampionsLeague,static\logos\players\soccer\apoel_nicosia\d_djamas.png
Rafael Moreira,Apoel Nicosia,Football,ChampionsLeague,static\logos\players\soccer\apoel_nicosia\rafael_moreira.png
Nikolas Chattalas,Apoel Nicosia,Football,ChampionsLeague,static\logos\players\soccer\apoel_nicosia\nikolas_chattalas.png
V. Ambros,Petrocub,Football,ChampionsLeague,static\logos\players\soccer\petrocub\v_ambros.png
C. Sandu,Petrocub,Football,ChampionsLeague,static\logos\players\soccer\petrocub\c_sandu.png
V. Nihaev,Petrocub,Football,ChampionsLeague,static\logos\players\soccer\petrocub\v_nihaev.png
M. Căruntu,Petrocub,Football,ChampionsLeague,static\logos\players\soccer\petrocub\m_căruntu.png
Jessie Guera Djou,Petrocub,Football,ChampionsLeague,static\logos\players\soccer\petrocub\jessie_guera_djou.png
V. Bogaciuc,Petrocub,Football,ChampionsLeague,static\logos\players\soccer\petrocub\v_bogaciuc.png
T. Lungu,Petrocub,Football,ChampionsLeague,static\logos\players\soccer\petrocub\t_lungu.png
R. Abalora,Petrocub,Football,ChampionsLeague,static\logos\players\soccer\petrocub\r_abalora.png
D. Pușcaș,Petrocub,Football,ChampionsLeague,static\logos\players\soccer\petrocub\d_pușcaș.png
C. Cotogoi,Petrocub,Football,ChampionsLeague,static\logos\players\soccer\petrocub\c_cotogoi.png
M. Iosipoi,Petrocub,Football,ChampionsLeague,static\logos\players\soccer\petrocub\m_iosipoi.png
D. Bivol,Petrocub,Football,ChampionsLeague,static\logos\players\soccer\petrocub\d_bivol.png
Petru Popescu,Petrocub,Football,ChampionsLeague,static\logos\players\soccer\petrocub\petru_popescu.png
D. Abagna,Petrocub,Football,ChampionsLeague,static\logos\players\soccer\petrocub\d_abagna.png
D. Andreiciu,Petrocub,Football,ChampionsLeague,static\logos\players\soccer\petrocub\d_andreiciu.png
C. Axenti,Petrocub,Football,ChampionsLeague,static\logos\players\soccer\petrocub\c_axenti.png
Guilherme Matheus,Petrocub,Football,ChampionsLeague,static\logos\players\soccer\petrocub\guilherme_matheus.png
A. Bykovskiy,Petrocub,Football,ChampionsLeague,static\logos\players\soccer\petrocub\a_bykovskiy.png
S. Basit,Petrocub,Football,ChampionsLeague,static\logos\players\soccer\petrocub\s_basit.png
Narh Gilbert Djangmah,Petrocub,Football,ChampionsLeague,static\logos\players\soccer\petrocub\narh_gilbert_djangmah.png
A. Sherri,Egnatia Rrogozhinë,Football,ChampionsLeague,static\logos\players\soccer\egnatia_rrogozhinë\a_sherri.png
S. Ujka,Egnatia Rrogozhinë,Football,ChampionsLeague,static\logos\players\soccer\egnatia_rrogozhinë\s_ujka.png
I. Dabjani,Egnatia Rrogozhinë,Football,ChampionsLeague,static\logos\players\soccer\egnatia_rrogozhinë\i_dabjani.png
M. Gjata,Egnatia Rrogozhinë,Football,ChampionsLeague,static\logos\players\soccer\egnatia_rrogozhinë\m_gjata.png
K. Hasanbelli,Egnatia Rrogozhinë,Football,ChampionsLeague,static\logos\players\soccer\egnatia_rrogozhinë\k_hasanbelli.png
S. Spahiu,Egnatia Rrogozhinë,Football,ChampionsLeague,static\logos\players\soccer\egnatia_rrogozhinë\s_spahiu.png
Fernando Medeiros,Egnatia Rrogozhinë,Football,ChampionsLeague,static\logos\players\soccer\egnatia_rrogozhinë\fernando_medeiros.png
J. Montenegro,Egnatia Rrogozhinë,Football,ChampionsLeague,static\logos\players\soccer\egnatia_rrogozhinë\j_montenegro.png
R. Kasa,Egnatia Rrogozhinë,Football,ChampionsLeague,static\logos\players\soccer\egnatia_rrogozhinë\r_kasa.png
Y. Dramé,Egnatia Rrogozhinë,Football,ChampionsLeague,static\logos\players\soccer\egnatia_rrogozhinë\y_dramé.png
J. Lubas,Egnatia Rrogozhinë,Football,ChampionsLeague,static\logos\players\soccer\egnatia_rrogozhinë\j_lubas.png
D. Vuthaj,Egnatia Rrogozhinë,Football,ChampionsLeague,static\logos\players\soccer\egnatia_rrogozhinë\d_vuthaj.png
A. Zejnullai,Egnatia Rrogozhinë,Football,ChampionsLeague,static\logos\players\soccer\egnatia_rrogozhinë\a_zejnullai.png
R. Rama,Egnatia Rrogozhinë,Football,ChampionsLeague,static\logos\players\soccer\egnatia_rrogozhinë\r_rama.png
Léo Melo,Egnatia Rrogozhinë,Football,ChampionsLeague,static\logos\players\soccer\egnatia_rrogozhinë\léo_melo.png
D. Wotlia,Egnatia Rrogozhinë,Football,ChampionsLeague,static\logos\players\soccer\egnatia_rrogozhinë\d_wotlia.png
M. Yahaya,Egnatia Rrogozhinë,Football,ChampionsLeague,static\logos\players\soccer\egnatia_rrogozhinë\m_yahaya.png
S. Bakayoko,Egnatia Rrogozhinë,Football,ChampionsLeague,static\logos\players\soccer\egnatia_rrogozhinë\s_bakayoko.png
L. Doukouo,Egnatia Rrogozhinë,Football,ChampionsLeague,static\logos\players\soccer\egnatia_rrogozhinë\l_doukouo.png
J. Ayinde,Egnatia Rrogozhinë,Football,ChampionsLeague,static\logos\players\soccer\egnatia_rrogozhinë\j_ayinde.png
D. Skorup,Borac Banja Luka,Football,ChampionsLeague,static\logos\players\soccer\borac_banja_luka\d_skorup.png
A. Jurilj,Borac Banja Luka,Football,ChampionsLeague,static\logos\players\soccer\borac_banja_luka\a_jurilj.png
N. Datković,Borac Banja Luka,Football,ChampionsLeague,static\logos\players\soccer\borac_banja_luka\n_datković.png
N. Srećković,Borac Banja Luka,Football,ChampionsLeague,static\logos\players\soccer\borac_banja_luka\n_seniorećković.png
Z. Mustedanagić,Borac Banja Luka,Football,ChampionsLeague,static\logos\players\soccer\borac_banja_luka\z_mustedanagić.png
B. Goranović,Borac Banja Luka,Football,ChampionsLeague,static\logos\players\soccer\borac_banja_luka\b_goranović.png
J. Lukić,Borac Banja Luka,Football,ChampionsLeague,static\logos\players\soccer\borac_banja_luka\j_lukić.png
A. Pihler,Borac Banja Luka,Football,ChampionsLeague,static\logos\players\soccer\borac_banja_luka\a_pihler.png
S. Dimech,Borac Banja Luka,Football,ChampionsLeague,static\logos\players\soccer\borac_banja_luka\s_dimech.png
R. Jokić,Borac Banja Luka,Football,ChampionsLeague,static\logos\players\soccer\borac_banja_luka\r_jokić.png
P. Karaklajić,Borac Banja Luka,Football,ChampionsLeague,static\logos\players\soccer\borac_banja_luka\p_karaklajić.png
D. Popara,Borac Banja Luka,Football,ChampionsLeague,static\logos\players\soccer\borac_banja_luka\d_popara.png
E. Hasukić,Borac Banja Luka,Football,ChampionsLeague,static\logos\players\soccer\borac_banja_luka\e_hasukić.png
Đ. Milojević,Borac Banja Luka,Football,ChampionsLeague,static\logos\players\soccer\borac_banja_luka\đ_milojević.png
D. VukoviÄ,Borac Banja Luka,Football,ChampionsLeague,static\logos\players\soccer\borac_banja_luka\d_vukoviä.png
N. Ćetković,Borac Banja Luka,Football,ChampionsLeague,static\logos\players\soccer\borac_banja_luka\n_ćetković.png
M. Stašević,Borac Banja Luka,Football,ChampionsLeague,static\logos\players\soccer\borac_banja_luka\m_stašević.png
N. Milićević,Borac Banja Luka,Football,ChampionsLeague,static\logos\players\soccer\borac_banja_luka\n_milićević.png
N. Grujić,Borac Banja Luka,Football,ChampionsLeague,static\logos\players\soccer\borac_banja_luka\n_grujić.png
Pavle Đajić,Borac Banja Luka,Football,ChampionsLeague,static\logos\players\soccer\borac_banja_luka\pavle_đajić.png
O. Stijepović,Dečić,Football,ChampionsLeague,static\logos\players\soccer\dečić\o_stijepović.png
S. Balić,Dečić,Football,ChampionsLeague,static\logos\players\soccer\dečić\s_balić.png
N. Gavrić,Dečić,Football,ChampionsLeague,static\logos\players\soccer\dečić\n_gavrić.png
S. Milić,Dečić,Football,ChampionsLeague,static\logos\players\soccer\dečić\s_milić.png
L. Malešević,Dečić,Football,ChampionsLeague,static\logos\players\soccer\dečić\l_malešević.png
D. Krkanović,Dečić,Football,ChampionsLeague,static\logos\players\soccer\dečić\d_krkanović.png
A. Abdullahi,Dečić,Football,ChampionsLeague,static\logos\players\soccer\dečić\a_abdullahi.png
O. Šarkić,Dečić,Football,ChampionsLeague,static\logos\players\soccer\dečić\o_šarkić.png
D. Zorić,Dečić,Football,ChampionsLeague,static\logos\players\soccer\dečić\d_zorić.png
V. Striković,Dečić,Football,ChampionsLeague,static\logos\players\soccer\dečić\v_striković.png
I. Puleio,Dečić,Football,ChampionsLeague,static\logos\players\soccer\dečić\i_puleio.png
P. Velimirović,Dečić,Football,ChampionsLeague,static\logos\players\soccer\dečić\p_velimirović.png
M. Gjolaj,Dečić,Football,ChampionsLeague,static\logos\players\soccer\dečić\m_gjolaj.png
P. Lulgjuraj,Dečić,Football,ChampionsLeague,static\logos\players\soccer\dečić\p_lulgjuraj.png
Bogdan Milić,Dečić,Football,ChampionsLeague,static\logos\players\soccer\dečić\bogdan_milić.png
R. Camaj,Dečić,Football,ChampionsLeague,static\logos\players\soccer\dečić\r_camaj.png
H. Đoković,Dečić,Football,ChampionsLeague,static\logos\players\soccer\dečić\h_đoković.png
E. Adžović,Dečić,Football,ChampionsLeague,static\logos\players\soccer\dečić\e_adžović.png
Ilirian Camaj,Dečić,Football,ChampionsLeague,static\logos\players\soccer\dečić\ilirian_camaj.png
M. Đokaj,Dečić,Football,ChampionsLeague,static\logos\players\soccer\dečić\m_đokaj.png
M. Grigaravičius,Panevėžys,Football,ChampionsLeague,static\logos\players\soccer\panevėžys\m_grigaravičius.png
L. Valius,Panevėžys,Football,ChampionsLeague,static\logos\players\soccer\panevėžys\l_valius.png
M. Cacutalua,Panevėžys,Football,ChampionsLeague,static\logos\players\soccer\panevėžys\m_cacutalua.png
M. Pušnys,Panevėžys,Football,ChampionsLeague,static\logos\players\soccer\panevėžys\m_pušnys.png
F. Palacios,Panevėžys,Football,ChampionsLeague,static\logos\players\soccer\panevėžys\f_palacios.png
J. Sarpong,Panevėžys,Football,ChampionsLeague,static\logos\players\soccer\panevėžys\j_sarpong.png
C. Dieng,Panevėžys,Football,ChampionsLeague,static\logos\players\soccer\panevėžys\c_dieng.png
R. Lazdinauskas,Panevėžys,Football,ChampionsLeague,static\logos\players\soccer\panevėžys\r_lazdinauskas.png
A. Trakšelis,Panevėžys,Football,ChampionsLeague,static\logos\players\soccer\panevėžys\a_trakšelis.png
N. Gorobsov,Panevėžys,Football,ChampionsLeague,static\logos\players\soccer\panevėžys\n_gorobsov.png
Edoardo Francesco Pompilio,Panevėžys,Football,ChampionsLeague,static\logos\players\soccer\panevėžys\edoardo_francesco_pompilio.png
K. Dubra,Panevėžys,Football,ChampionsLeague,static\logos\players\soccer\panevėžys\k_dubra.png
F. Steponavičius,Panevėžys,Football,ChampionsLeague,static\logos\players\soccer\panevėžys\f_steponavičius.png
Elivelto,Panevėžys,Football,ChampionsLeague,static\logos\players\soccer\panevėžys\elivelto.png
S. Kouadio,Panevėžys,Football,ChampionsLeague,static\logos\players\soccer\panevėžys\s_kouadio.png
L. Krasniqi,Panevėžys,Football,ChampionsLeague,static\logos\players\soccer\panevėžys\l_krasniqi.png
J. Januševskij,Panevėžys,Football,ChampionsLeague,static\logos\players\soccer\panevėžys\j_januševskij.png
A. Danté,Panevėžys,Football,ChampionsLeague,static\logos\players\soccer\panevėžys\a_danté.png
N. Bosančić,Panevėžys,Football,ChampionsLeague,static\logos\players\soccer\panevėžys\n_bosančić.png
S. Gussiås,Panevėžys,Football,ChampionsLeague,static\logos\players\soccer\panevėžys\s_gussiås.png
M. Ošs,Rīgas FS,Football,ChampionsLeague,static\logos\players\soccer\rīgas_fs\m_ošs.png
V. Jagodinskis,Rīgas FS,Football,ChampionsLeague,static\logos\players\soccer\rīgas_fs\v_jagodinskis.png
F. Orols,Rīgas FS,Football,ChampionsLeague,static\logos\players\soccer\rīgas_fs\f_orols.png
D. Cucurs,Rīgas FS,Football,ChampionsLeague,static\logos\players\soccer\rīgas_fs\d_cucurs.png
Emerson Deocleciano,Rīgas FS,Football,ChampionsLeague,static\logos\players\soccer\rīgas_fs\emerson_deocleciano.png
A. Jatta,Rīgas FS,Football,ChampionsLeague,static\logos\players\soccer\rīgas_fs\a_jatta.png
J. Beks,Rīgas FS,Football,ChampionsLeague,static\logos\players\soccer\rīgas_fs\j_beks.png
J. Miņins,Rīgas FS,Football,ChampionsLeague,static\logos\players\soccer\rīgas_fs\j_miņins.png
M. Alpēns,Rīgas FS,Football,ChampionsLeague,static\logos\players\soccer\rīgas_fs\m_alpēns.png
M. Koné,Rīgas FS,Football,ChampionsLeague,static\logos\players\soccer\rīgas_fs\m_koné.png
K. Campbell,Rīgas FS,Football,ChampionsLeague,static\logos\players\soccer\rīgas_fs\k_campbell.png
F. Djave,Rīgas FS,Football,ChampionsLeague,static\logos\players\soccer\rīgas_fs\f_djave.png
